,Top Nouns,빈도수
15740,차가워지/VV,1
15741,꿀마실아카시아/NNG,1
15742,요거/XPN,1
15743,역쉬/NNG,1
15744,씌/VV,1
15745,티나지/NNG,1
15746,굿일회/NNG,1
15747,후들후들/MAG,1
15748,예요허니에이드/NNG,1
15749,민트꿀/NNG,1
15750,한수이/NNP,1
15751,까페에이드/NNG,1
15752,억/VV,1
15753,정성스레하/VV,1
15754,쌉쓸하/VA,1
15755,살며시/MAG,1
15756,총평/NNG,1
15757,스렵/VV,1
15758,숙박업/NNG,1
15759,준비되/VV,1
15760,무었/NNG,1
15761,돋보/SS,1
15762,바밤바/NNG,1
15763,쓸것/NNG,1
15764,비누향/NNG,1
15765,해외여행/NNG,1
15766,멘토/NNG,1
15767,꿀마/NNG,1
15768,실표/NNG,1
15769,삼종세트/NNG,1
15770,가이드북/NNG,1
15771,침태문/NNG,1
15772,호과/NNG,1
15773,사용기공/NNG,1
15774,간신히/MAG,1
15775,안듬/NNG,1
15776,기포장/NNG,1
15777,꿀알/NNG,1
15778,파더/NNG,1
15779,붕붕/MAG,1
15780,축제장/NNG,1
15781,그래놀라랑/NNG,1
15782,닐/NNG,1
15783,점군더더기/NNG,1
15784,점덕분/NNG,1
15785,굿굿꿀/NNG,1
15786,더요/EF,1
15787,당낱개/NNG,1
15788,햬서/NNG,1
15789,기침감기/NNG,1
15790,포잔/NNG,1
15791,관두/VV,1
15792,식사하/VV,1
15793,지인짜/NNG,1
15794,콘푸라이트/NNG,1
15795,형형색색/NNG,1
15796,놀램/EC,1
15797,현명/NNG,1
15798,인근/NNG,1
15799,청송/NNP,1
15800,토끼띠지/NNG,1
15801,컷트라인/NNG,1
15802,둘리/VV,1
15803,대책/NNG,1
15804,맛보내/NNG,1
15805,들럽/VV,1
15806,드렷습니다/EF,1
15807,보았/VV,1
15808,점드/VV,1
15809,초인종/NNG,1
15810,성탄/NNG,1
15811,성탄카드/NNG,1
15812,본품/NNP,1
15813,똭/NNG,1
15814,ㅂ니다꾸/EC,1
15815,마실/NNG,1
15816,쇈하/VV,1
15817,꿀하나/NNG,1
15818,손님맞이하/VV,1
15819,꿀마시/NNG,1
15820,기성/NNG,1
15821,무항/NNG,1
15822,생제/NNG,1
15823,가/EC,1
15824,꿀조합/NNG,1
15825,꿀맛휴대/NNG,1
15826,천연벌꿀지인/NNG,1
15827,감감무/NNG,1
15828,비스킷/NNG,1
15829,분위기/NNG,1
15830,요한/NNP,1
15831,달라/NNG,1
15832,ㅋ밤꿀이/NNG,1
15833,좀/VV,1
15834,태풍땜/NNG,1
15835,남앗/NNG,1
15836,쭈르륵/NNG,1
15837,찍먹하/VV,1
15838,동복/NNG,1
15839,샘플동봉/NNG,1
15840,라방자주/NNG,1
15841,객응대/NNG,1
15842,틀/VV,1
15843,냉방병/NNG,1
15844,으롶/NNG,1
15845,요요/NNG,1
15846,축제/NNG,1
15847,시할머니/NNG,1
15848,때사/NNG,1
15849,목욕탕/NNG,1
15850,풍/XSN,1
15851,물양/NNG,1
15852,봉필요/NNG,1
15853,유무/NNG,1
15854,천연벌꿀아침/NNG,1
15855,자매/NNG,1
15856,꿀수/NNG,1
15857,ㅂ니다제/NNG,1
15858,믜사/NNG,1
15859,경남지역/NNP,1
15860,만배/NNG,1
15861,샤/EC,1
15862,편ㄹ/NNG,1
15863,끊엇습니다/NNG,1
15864,확이히/NNG,1
15865,마음표현/NNG,1
15866,미니스틱/NNG,1
15867,트랜드/NNG,1
15868,꿀스틱한/NNG,1
15869,꺠우/VV,1
15870,선물햤/VV,1
15871,휙/MAG,1
15872,명절포장/NNG,1
15873,씄/VV,1
15874,알콜/NNG,1
15875,러버/NNG,1
15876,맛납니당/NNG,1
15877,왕/XPN,1
15878,꿀로그릭요커트/NNG,1
15879,슬라이딩/NNG,1
15880,부대끼/VV,1
15881,필수템/MAG,1
15882,륵/NNG,1
15883,서눔/NNG,1
15884,에바이/NNG,1
15885,제폼/NNG,1
15886,통입구/NNG,1
15887,상자색/NNG,1
15888,말썽/NNG,1
15889,구매재택/NNG,1
15890,쏘/EF,1
15891,조아옹/NNP,1
15892,귯/MAG,1
15893,주황/NNG,1
15894,스식/NNG,1
15895,정제되/VV,1
15896,타파/NNG,1
15897,꿀없/VV,1
15898,요친하/VA,1
15899,요거트견과/NNG,1
15900,달/ETM,1
15901,달쌉쌀하/VV,1
15902,요크로플/NNG,1
15903,와프/NNG,1
15904,똑똑/MAG,1
15905,잔잔하/VA,1
15906,불럽/VV,1
15907,써유/VV,1
15908,용기잘/JX,1
15909,와쓰/VV,1
15910,박스패키지/NNG,1
15911,진해요포장/NNG,1
15912,딴딴하/VV,1
15913,럈/EC,1
15914,약차/NNG,1
15915,핑/MAG,1
15916,돌때/NNG,1
15917,구용/NNG,1
15918,싯어/EC,1
15919,미어미/NNG,1
15920,구웃/NNG,1
15921,초쿰/NNG,1
15922,황금빛/NNG,1
15923,하넥/MAG,1
15924,차박/NNG,1
15925,블러그/NNG,1
15926,이거두/NNG,1
15927,구내식당/NNG,1
15928,맛업/VV,1
15929,이쓰/EC,1
15930,칠떄/EC,1
15931,인도/NNG,1
15932,없지/VV,1
15933,축/NNG,1
15934,처지/NNG,1
15935,뜨신물/NNG,1
15936,이뇨석/NNG,1
15937,달고/VV,1
15938,더스트백/NNG,1
15939,생각아/NNG,1
15940,구매면/NNG,1
15941,플기/NNG,1
15942,쑥떡/NNG,1
15943,렵니당/EC,1
15944,병주위/NNG,1
15945,포장각/NNG,1
15946,굳굳이/NNG,1
15947,라소/EC,1
15948,구매미어미/NNG,1
15949,포장미어미/NNG,1
15950,갈끔/NNG,1
15951,다라는/ETM,1
15952,용ㅋ/VV,1
15953,관념/NNG,1
15954,끈적거/NNG,1
15955,어후/IC,1
15956,요거저거/NNG,1
15957,달지/NNG,1
15958,하나식/MAG,1
15959,피크닉/NNG,1
15960,사용기존맛탱/NNG,1
15961,은퇴하/VV,1
15962,혼술/NNG,1
15963,ㄹ려는데/EC,1
15964,소포정/NNG,1
15965,찌/EF,1
15966,들규다니/VV,1
15967,꿀요거트/NNG,1
15968,빠름빠름하/VA,1
15969,구매접/NNG,1
15970,긅/VA,1
15971,입주/NNG,1
15972,오렌지색/NNG,1
15973,안아도/EC,1
15974,요한스틱/NNG,1
15975,감미롭/VA,1
15976,부딧김/NNG,1
15977,캬/NNG,1
15978,스틱벌꿀/NNG,1
15979,용선물/NNG,1
15980,곘/EC,1
15981,꿀이보/NNG,1
15982,꿀속/NNG,1
15983,끈쩍/NNG,1
15984,마서/NNG,1
15985,쓴맛안/NNG,1
15986,달짝찌근/NNG,1
15987,설탕탄/NNG,1
15988,너무잘/JX,1
15989,씁니당/EC,1
15990,사용기꿀수틱/NNG,1
15991,절친/NNG,1
15992,늦둥이/NNG,1
15993,보/EC,1
15994,꿀맛진/JX,1
15995,무기력하/VA,1
15996,밤꿀/VA,1
15997,굿뚜/NNG,1
15998,ㅎㅎㅎ/NNP,1
15999,단단히/MAG,1
16000,ㅋㅋㅋ스틱/NNG,1
16001,굿굿잘/MAG,1
16002,잘들/VV,1
16003,꿀뚜껑/NNG,1
16004,애미/NNG,1
16005,끙끙거리/VV,1
16006,못자/NNG,1
16007,리듬/NNG,1
16008,기베리굳/NNG,1
16009,향긋/NNG,1
16010,침저/MAG,1
16011,고급지니/NNG,1
16012,짜/EC,1
16013,숙취심/NNG,1
16014,뒷산/NNG,1
16015,용가성비/NNG,1
16016,금연/NNG,1
16017,잔대신/NNG,1
16018,따님/NNG,1
16019,수박/NNG,1
16020,ㄹ랍니다/EF,1
16021,재구매푸름/NNG,1
16022,요이지스틱/NNG,1
16023,구매푸름/NNG,1
16024,천연꿀스틱아르기닌스틱아르기닌쉐이커/NNG,1
16025,빙그레/NNG,1
16026,엑설런트/NNG,1
16027,기킨텍스/NNG,1
16028,디럭스/NNP,1
16029,착용감/NNG,1
16030,시효/NNG,1
16031,소추가/NNG,1
16032,벌쎄/NNG,1
16033,거의다/MAG,1
16034,독박/NNG,1
16035,빡시/VV,1
16036,노동/NNG,1
16037,트레킹/NNG,1
16038,사양벌꿀맛/NNG,1
16039,탄소동/NNG,1
16040,소비이/NNG,1
16041,생생하/VA,1
16042,대마종자유/NNG,1
16043,진열하/VV,1
16044,어벤져스/NNP,1
16045,뭐하/VA,1
16046,아푸/NNG,1
16047,쏙주변/NNG,1
16048,동절기/NNG,1
16049,낼름/NNG,1
16050,주문저/NNG,1
16051,꿀들/VV,1
16052,푸름웰리스것/NNG,1
16053,친정시/NNG,1
16054,근뎅/NNG,1
16055,원뿔원/NNG,1
16056,줄알공/NNG,1
16057,상관읍/NNG,1
16058,용애/NNG,1
16059,군것질하/VV,1
16060,홍삼골/NNG,1
16061,세또세또/NNG,1
16062,덤템/EC,1
16063,푸름덕분/NNG,1
16064,니즈/NNG,1
16065,도둑/NNG,1
16066,통장/NNG,1
16067,털이/NNG,1
16068,범/NNG,1
16069,힐링설탕/MAG,1
16070,끝없이/MAG,1
16071,모닝루틴/NNG,1
16072,꿀홍/NNG,1
16073,지인도/NNG,1
16074,모델/NNG,1
16075,음토종꿀/NNG,1
16076,편사/NNG,1
16077,그닥지인/NNG,1
16078,오트미/NNG,1
16079,장실/NNG,1
16080,작은집/NNG,1
16081,굳저/NNG,1
16082,비롯하/VV,1
16083,매니매/NNG,1
16084,바르내/VA,1
16085,유고소/NNG,1
16086,런칭/NNG,1
16087,벌이/VV,1
16088,탑승/NNG,1
16089,꿀젤리/NNP,1
16090,굳굳병원/NNP,1
16091,꾸르좋/VV,1
16092,사용기홍삼/NNG,1
16093,떠올리/VV,1
16094,골란하/VV,1
16095,뙇디럭스/MAG,1
16096,핑베마스크/NNG,1
16097,때리/VV,1
16098,매구매/NNG,1
16099,홍삼레드랑/NNG,1
16100,레드/NNG,1
16101,홍삼꿀효소/NNG,1
16102,매꾸/VV,1
16103,칡/NNG,1
16104,요울딸/NNG,1
16105,자아/NNG,1
16106,알먹/VV,1
16107,음아들/NNG,1
16108,안쩌지/VV,1
16109,뙇/MAG,1
16110,옴마나/VV,1
16111,머서/NNP,1
16112,까탈스럽/VA,1
16113,드루가/VV,1
16114,더라는/ETM,1
16115,방송서/NNG,1
16116,꿀너어무/NNG,1
16117,홍삼차/NNG,1
16118,꿀생강차/NNG,1
16119,허니버터/NNG,1
16120,소불고기/EC,1
16121,굳푸르/VV,1
16122,팔방미인/NNG,1
16123,꿀맞/NNG,1
16124,착/MAG,1
16125,쭉너무/NNG,1
16126,ㅋ주의/NNG,1
16127,치악산/NNP,1
16128,꿀푸름/NNG,1
16129,걸리전/NNG,1
16130,굳굳토종/NNG,1
16131,벌꿀천연/NNG,1
16132,일교차/NNG,1
16133,푸름웰니스/JX,1
16134,스듹/NNG,1
16135,세뚜세뚜/NNG,1
16136,동하/NNP,1
16137,더운물/NNG,1
16138,니라떼/EC,1
16139,하아주/NNG,1
16140,쟁임병/NNG,1
16141,조아조아/NNG,1
16142,ㅂ이/VV,1
16143,진햐그/NNG,1
16144,지니/VV,1
16145,열일하/VV,1
16146,가즈아/IC,1
16147,푸웰/NNG,1
16148,꼬소하/VV,1
16149,재구매딸애/NNG,1
16150,떨치/VV,1
16151,넋/NNG,1
16152,웬만하/VA,1
16153,베이비/NNG,1
16154,자식/NNG,1
16155,푸름꺼/NNG,1
16156,애애애요즘/NNG,1
16157,뒤오후/NNG,1
16158,쥬/NNG,1
16159,을려구욤/EC,1
16160,홈삼꿀/NNG,1
16161,재구매집/NNG,1
16162,수납장/NNG,1
16163,요조합/NNG,1
16164,아이슷노/MAG,1
16165,간장밥/NNG,1
16166,막초딩/NNG,1
16167,초초예민/NNG,1
16168,넣ㅇ니/VV,1
16169,ㄴ지홍사/EC,1
16170,꿀쟁이/NNG,1
16171,는답니/EC,1
16172,달한/NNG,1
16173,ㅂ시/NNG,1
16174,영접하/VV,1
16175,통더/NNG,1
16176,더더/EC,1
16177,놀라랑/NNG,1
16178,살짝이/MAG,1
16179,용꿀/EF,1
16180,셋뚜셋뚜/NNG,1
16181,와대박엄청/NNG,1
16182,쌈싸름/NNG,1
16183,텅장/NNG,1
16184,창고/NNG,1
16185,고맙느/VV,1
16186,안살/NNG,1
16187,마다/XR,1
16188,획득/NNG,1
16189,꿀젤/NNP,1
16190,ㄴ주/EC,1
16191,태스트/NNG,1
16192,홍삼꿀차/NNG,1
16193,요울/NNG,1
16194,남정/NNG,1
16195,내방내산/NNG,1
16196,이주현/NNP,1
16197,전주/NNP,1
16198,엄마빠/NNP,1
16199,방송하/VV,1
16200,ㅠㅠ/IC,1
16201,아침루틴/NNG,1
16202,종기/NNG,1
16203,꿀맛딸/NNG,1
16204,구매편/EC,1
16205,판매언냐/NNG,1
16206,개바/NNG,1
16207,구매거의/NNG,1
16208,배송얼/NNG,1
16209,주현/NNP,1
16210,레시피따/NNG,1
16211,유/EC,1
16212,건겅하/VA,1
16213,린/NNG,1
16214,더더더/NNG,1
16215,시정되/VV,1
16216,배송완/NNG,1
16217,구매겟아티키/NNG,1
16218,엄지척하/VV,1
16219,프롬/NNP,1
16220,웰리스/NNP,1
16221,주궁/NNP,1
16222,용홍삼이/NNG,1
16223,고딩애/NNG,1
16224,끌끔하/VA,1
16225,푸름윌리스/NNG,1
16226,눈치/NNG,1
16227,약먹/NNG,1
16228,배송엄청/SS,1
16229,남김니다/NNG,1
16230,뉘/VV,1
16231,착시/NNG,1
16232,운영/NNG,1
16233,모하/VV,1
16234,초등년/NNG,1
16235,촘촘히/MAG,1
16236,캐디/NNG,1
16237,머누카/NNG,1
16238,습닠다/EC,1
16239,적당하/VV,1
16240,씁씁/NNG,1
16241,신청바/VV,1
16242,꿀은/NNG,1
16243,설땅/NNG,1
16244,상식/NNG,1
16245,시커멓/VA,1
16246,그쪽/NP,1
16247,가품/NNG,1
16248,문의건/NNG,1
16249,잔기침하/VV,1
16250,불구/XR,1
16251,예전거/NNG,1
16252,뮨/NNG,1
16253,텍스/NNG,1
16254,쳐/NNG,1
16255,사용기찐/NNG,1
16256,좀덜하/VA,1
16257,조아하/NNG,1
16258,호주마트시/NNG,1
16259,낫/NNG,1
16260,마누까/NNG,1
16261,용기컵/NNG,1
16262,데일리꿀/NNG,1
16263,꿀시틱/NNG,1
16264,안터지/NNG,1
16265,등받이/NNG,1
16266,각더/NNG,1
16267,폭신하/VA,1
16268,일괄로/NNG,1
16269,시드니/NNP,1
16270,인수/NNG,1
16271,굶/VV,1
16272,처가댁/NNG,1
16273,어듀/EC,1
16274,잡오/VV,1
16275,즣/VV,1
16276,다들/VV,1
16277,걸리않/VV,1
16278,꿀도/JX,1
16279,행사마/NNG,1
16280,콤콤하/VA,1
16281,콩잎/NNG,1
16282,않이/NNG,1
16283,진히/NNG,1
16284,중입/NNG,1
16285,클줄/NNG,1
16286,맥주미리/NNG,1
16287,배속/NNG,1
16288,달하규/EC,1
16289,ㅎ저렴하/VA,1
16290,포장따/VV,1
16291,게되/EC,1
16292,을께욧/EC,1
16293,조짐/NNG,1
16294,진전안/NNG,1
16295,자말/EP,1
16296,과포장/NNG,1
16297,바퀴/NNG,1
16298,중박스포장/NNG,1
16299,낱개포장도/EC,1
16300,여또/EC,1
16301,쓹/EF,1
16302,샇까/NNG,1
16303,햊/NNG,1
16304,조급하/VA,1
16305,푠/NNG,1
16306,마누카/NA,1
16307,렷/VV,1
16308,빨리옴/NNG,1
16309,와우대박/NNG,1
16310,꾸덕꾸덕/MAG,1
16311,포장상탸/NNG,1
16312,딜레이/NNG,1
16313,폐/NNG,1
16314,목아푸/NNG,1
16315,제주꿀/NNG,1
16316,비투꿀/MAG,1
16317,배송도/EC,1
16318,반영/NNG,1
16319,배송이/VA,1
16320,초딸램/NNG,1
16321,울형/NNG,1
16322,꿀맛아이/EC,1
16323,아라하/VV,1
16324,고통/NNG,1
16325,해방/NNG,1
16326,테이프칼/NNG,1
16327,개는/EC,1
16328,실컷/MAG,1
16329,로꿀/NNG,1
16330,라스틱/NNG,1
16331,중향/NNG,1
16332,여애/NNG,1
16333,들랑말랑/MAG,1
16334,간편숟하/VA,1
16335,아침딱/NNG,1
16336,커피아메리카/NNG,1
16337,노개/NNG,1
16338,호주산꿀/NNG,1
16339,설텅/NNG,1
16340,거사/NNG,1
16341,병입구/NNG,1
16342,개미/NNG,1
16343,지만서/EC,1
16344,탕비실/NNG,1
16345,한숨/NNG,1
16346,느네/EC,1
16347,넘마니/MAG,1
16348,자나/NNG,1
16349,을게용/EF,1
16350,청정호주/NNG,1
16351,천연항균/NNG,1
16352,에전/NNG,1
16353,주루룩/NNG,1
16354,흐루/VV,1
16355,날애/NNG,1
16356,주섯/VV,1
16357,지만뭐/EC,1
16358,ㅋ잘/NNG,1
16359,오마누카/EC,1
16360,기직장인/NNG,1
16361,아침대신/VV,1
16362,끈은지/MAG,1
16363,기재구매다/VV,1
16364,사두/NNG,1
16365,재구매꾸주닣/NNG,1
16366,잇달네/NNG,1
16367,스리/NNG,1
16368,가라안/VV,1
16369,내이버/NNG,1
16370,오마누카언/NNG,1
16371,슬픔/NNG,1
16372,속쓰림때매/NNG,1
16373,밤사/NNG,1
16374,꿀항/NNG,1
16375,랗/VA,1
16376,암진단/NNG,1
16377,취소되/VV,1
16378,오마누카/MAG,1
16379,믿음다/NNG,1
16380,구매원래/NNG,1
16381,머면서/EC,1
16382,거격/NNG,1
16383,텋하/VV,1
16384,혓바늘/MAG,1
16385,연시/NNG,1
16386,번하/VV,1
16387,혓바늘/JX,1
16388,몆달/NNG,1
16389,효과기/NNG,1
16390,짱비싸/VV,1
16391,구매청정/NNG,1
16392,믿읃이/MAG,1
16393,와엄청/NNG,1
16394,싸지/NNG,1
16395,ㄹ께욧/EC,1
16396,주이/NNG,1
16397,사용기썩/NNG,1
16398,세통재/NNG,1
16399,기막/NNG,1
16400,자마가/EC,1
16401,서걱/NNG,1
16402,둥글/VA,1
16403,소속/NNG,1
16404,안드리/NNP,1
16405,기간혹/NNG,1
16406,포딱/NNG,1
16407,메디프/NNG,1
16408,화이팅/NNG,1
16409,답니닷/EC,1
16410,꺼로/NNG,1
16411,용배송/VV,1
16412,모/MMD,1
16413,여러분매력/NNG,1
16414,어들/EC,1
16415,쑥덕/NNG,1
16416,오돌도돌/NNG,1
16417,오돌도돌/MAG,1
16418,ㅎ꾸준히/MAG,1
16419,불편감/NNG,1
16420,짤아먹/VV,1
16421,트위치/NNP,1
16422,푸드박/NNP,1
16423,스님/NNG,1
16424,입자/NNG,1
16425,동도/NNP,1
16426,주정/NNG,1
16427,꿀배송/NNG,1
16428,가량/XSN,1
16429,햊/VV,1
16430,ㅋ꾸/NNG,1
16431,왔/VV,1
16432,신기방기/NNG,1
16433,배송문/NNG,1
16434,용기간/NNG,1
16435,조금거/NNG,1
16436,ㄴ답/NNG,1
16437,딱딱햐지/VV,1
16438,메틸글리옥실/NNG,1
16439,에휴/IC,1
16440,묽어지/VA,1
16441,줫/VA,1
16442,구매오홋/NNG,1
16443,빨리/NNG,1
16444,직항/NNG,1
16445,하게하/VV,1
16446,최고꿀/NNG,1
16447,우왁/NNG,1
16448,그렇/NA,1
16449,ㄹ래요/EF,1
16450,통구매/NNG,1
16451,항진증/NNG,1
16452,감안/NNG,1
16453,마/NA,1
16454,구냥/MAG,1
16455,연휴끼/NNG,1
16456,통사서/VV,1
16457,노코/EC,1
16458,실시간/NNG,1
16459,계솓/MAG,1
16460,여섯/NNG,1
16461,겟다/EC,1
16462,로개/VV,1
16463,이랑/NNG,1
16464,마/VA,1
16465,구각염속/VV,1
16466,비타민제/NNG,1
16467,지정도/NNG,1
16468,예요요/EC,1
16469,배송료/NNG,1
16470,증강되/VV,1
16471,마누카스틱/NNG,1
16472,주문건/NNG,1
16473,표면/NNG,1
16474,객혈/NNG,1
16475,덜하/VV,1
16476,후럽/VA,1
16477,향하/VV,1
16478,노하/VV,1
16479,명현/NNG,1
16480,숨쉬기/NNG,1
16481,누에/NNG,1
16482,와일드/NNG,1
16483,크리스탈병/NNG,1
16484,진뜩/MAG,1
16485,만성위염/NNG,1
16486,느낏/NNG,1
16487,구매기침/MAG,1
16488,맜잇/VV,1
16489,색갈/NNG,1
16490,토종벌/NNG,1
16491,스푼따/NNG,1
16492,가래와기침/NNG,1
16493,밤색/NNG,1
16494,유효하/VA,1
16495,새물용/NNG,1
16496,맛이/NNG,1
16497,꿀보다/NNG,1
16498,뒷맛이/NNG,1
16499,는/NA,1
16500,거짓말하/VV,1
16501,저럼/NNG,1
16502,녜요/EC,1
16503,잔류/NNG,1
16504,캄보디아/NNP,1
16505,와일드허/NNG,1
16506,니꺼/NNG,1
16507,완숙/NNG,1
16508,상위급/NNG,1
16509,청소하/VV,1
16510,병문안/NNG,1
16511,천연숙성/NNG,1
16512,면역이/NNG,1
16513,황제/NNG,1
16514,시청하/VV,1
16515,시중꿀하/VA,1
16516,목하/MAG,1
16517,큰돈/NNG,1
16518,박일/NNP,1
16519,그랫는/NNG,1
16520,후우/NNG,1
16521,틴케이스개/NNG,1
16522,쓸모없/VA,1
16523,치솟/VV,1
16524,경사/NNG,1
16525,전화문/NNG,1
16526,미니미하/VV,1
16527,종말/NNG,1
16528,원만히/MAG,1
16529,되요/EC,1
16530,호평이/VV,1
16531,네각/NNG,1
16532,먾이파/VV,1
16533,용량거/NNG,1
16534,지거/NNG,1
16535,려서/EC,1
16536,쾌차하/VV,1
16537,포장깨끗/VV,1
16538,차질/NNG,1
16539,퀵배송지인/NNG,1
16540,정사각/NNG,1
16541,스마트폰/NNG,1
16542,틴트/NNG,1
16543,딱리/NNG,1
16544,언뜻/MAG,1
16545,릭요거트랑/NNG,1
16546,운동량/NNG,1
16547,생리/NNG,1
16548,맛나/NNP,1
16549,맛쌉싸름하/VA,1
16550,요양봉농가/NNG,1
16551,쪼온득/MAG,1
16552,꿀보신/NNG,1
16553,요렇/VV,1
16554,구매햇네/NNG,1
16555,맛보기/MAG,1
16556,멸치/NNG,1
16557,볶음/NNG,1
16558,때메병/NNG,1
16559,가늠하/VV,1
16560,나용ㅋㅋ/NNG,1
16561,월씬/NNG,1
16562,아효/NNP,1
16563,서비쮸/NNG,1
16564,까쥐/NNG,1
16565,어쩜이리/NNG,1
16566,웁니다/VV,1
16567,달짝지근하/VA,1
16568,꿀원액/NNG,1
16569,고오급지다/NNG,1
16570,크라프트지/NNG,1
16571,마끈/NNG,1
16572,머거떠용/EC,1
16573,밀크티먹/VV,1
16574,먹엇/NNG,1
16575,포포/NNG,1
16576,때맞추/VV,1
16577,로얄밀크티/MAG,1
16578,로얄밀크티/NNG,1
16579,욤넘/EC,1
16580,타영/NNG,1
16581,왜/NNP,1
16582,거둔/EF,1
16583,자알/NNG,1
16584,습니댜/EC,1
16585,강강강추/NNG,1
16586,아이랑/SS,1
16587,사러가/VV,1
16588,쟈구매/NNG,1
16589,한파/NNG,1
16590,오민초/NNG,1
16591,호밀빵/NNG,1
16592,밤꿀쌉싸름하/VA,1
16593,풀밤/NNG,1
16594,ㄹ렵니다/EC,1
16595,대유행하/VV,1
16596,잎/NNG,1
16597,요히히/NNG,1
16598,어머니것/NNG,1
16599,굳아니/NNG,1
16600,득템하/VA,1
16601,할쿠/NNG,1
16602,껄쭉하/VA,1
16603,그딴/MMD,1
16604,사용기목아플ㄸㅐ/NNG,1
16605,먹메연/NNG,1
16606,포장센스/NNG,1
16607,모르겟어/NNG,1
16608,공사은품/EC,1
16609,차별/NNG,1
16610,논란/NNG,1
16611,중딩아/NNG,1
16612,거용기/NNG,1
16613,겸하/VV,1
16614,여요/NNG,1
16615,잘안가/VA,1
16616,온기/NNG,1
16617,사러오/NNG,1
16618,무지게/NNG,1
16619,흥건하/VA,1
16620,겨울체/NNG,1
16621,샌드위치/NNG,1
16622,인싸됨/NNG,1
16623,이용전/NNG,1
16624,저렵하/VV,1
16625,을게용/EC,1
16626,말차그릭요거트/NNG,1
16627,굳굳/MAG,1
16628,요수저/NNG,1
16629,개벌/NNG,1
16630,굉/NNG,1
16631,장히/NNG,1
16632,아랫쪽/NNG,1
16633,떠내/VV,1
16634,되긋/VA,1
16635,이니/NNG,1
16636,캬/MAG,1
16637,어룰리/VV,1
16638,무작정/MAG,1
16639,구려/EF,1
16640,ㅋㅋ굳/NNG,1
16641,배송두/NNG,1
16642,비커어풀/NNG,1
16643,꾸룩거리/VV,1
16644,초간단하/VA,1
16645,피아노/NNG,1
16646,학원가/NNG,1
16647,데지인/NNG,1
16648,차단되/VV,1
16649,진해용/NNG,1
16650,목아/EC,1
16651,요플레에/NNG,1
16652,공감하/VV,1
16653,씁슬/MAG,1
16654,구매달달/MAG,1
16655,물맛/NNG,1
16656,여밤나무/NNG,1
16657,단데/MAG,1
16658,객분/NNG,1
16659,초대/NNG,1
16660,왜이리/NNG,1
16661,접목/NNG,1
16662,통/EC,1
16663,요비케어풀/NNG,1
16664,만쉐/NNG,1
16665,악/EC,1
16666,심다/EC,1
16667,조아요설탕/NNG,1
16668,이거머/NNG,1
16669,비케어풀꿀스틱/NNG,1
16670,무광블랙/NNG,1
16671,건강차/NNG,1
16672,퍼다/EC,1
16673,굿숙성꿀/NNG,1
16674,코맨트/NNG,1
16675,미용실/NNG,1
16676,연예인/NNG,1
16677,야식/NNG,1
16678,인천/NNP,1
16679,도서관/NNG,1
16680,정겹/VA,1
16681,공개하/VV,1
16682,허니리버지인/NNP,1
16683,세심/NNG,1
16684,강추합미/NNG,1
16685,주변부/NNG,1
16686,흐름/NNG,1
16687,장치/NNG,1
16688,소량망/NNG,1
16689,려그요/EC,1
16690,허니러버/NNG,1
16691,성질/NNG,1
16692,매코/NNG,1
16693,뿌러먹/VV,1
16694,꿀튜브/NNG,1
16695,채밀하/VV,1
16696,구매쿠/NNG,1
16697,로배송/NNG,1
16698,꿀이에/NNG,1
16699,인절미/NNG,1
16700,퀄러티/NNG,1
16701,쫀독쫀독거리/VV,1
16702,벌꿀식감/NNG,1
16703,일생/NNG,1
16704,니리버/NNG,1
16705,구매어/NNG,1
16706,돋아나/VV,1
16707,구매탕비실/NNG,1
16708,주구장창/MAG,1
16709,둔더더기/NNG,1
16710,맛없이/NNG,1
16711,죠아/MAG,1
16712,콜레스트롤/NNG,1
16713,스무디/NNG,1
16714,리버꿀스틱/EC,1
16715,사용기쓴/NNG,1
16716,가열/NNG,1
16717,는데로우/EC,1
16718,운업/NNG,1
16719,쫀득/NNG,1
16720,꿀잠/NNG,1
16721,떡등/NNG,1
16722,몸보신ㅋ/NNG,1
16723,허니리버/MAG,1
16724,생분/NNG,1
16725,요춘식/NNP,1
16726,해제/NNG,1
16727,반복/NNG,1
16728,여그릭요거트/NNG,1
16729,저버리/VV,1
16730,동동/MAG,1
16731,마즙/NNG,1
16732,키작은/NNG,1
16733,꿀스틱/VV,1
16734,요거트애/MAG,1
16735,탄생/NNG,1
16736,꿀맛사무실/NNG,1
16737,꾸적꾸덕/NNG,1
16738,치레/NNG,1
16739,구별법/NNG,1
16740,유전/NNG,1
16741,벌집무늬/NNG,1
16742,걸거/NNG,1
16743,잔식/MAG,1
16744,햇고보관/NNG,1
16745,급니당/NNG,1
16746,숙성꿀/NNG,1
16747,급격하/VA,1
16748,시대가족/NNG,1
16749,구매패키/NNG,1
16750,기포/NNG,1
16751,오다니/NNG,1
16752,라만시/EC,1
16753,리버꿀/NNG,1
16754,알맛/NNG,1
16755,습니다매/EF,1
16756,존맛탱/MAG,1
16757,포장오/NNG,1
16758,슷하/NNG,1
16759,이지컷스틱/NNG,1
16760,너ㅁ/NNG,1
16761,안상하/VA,1
16762,나무젓가락/NNG,1
16763,포쭉/NNG,1
16764,의뢰하/VV,1
16765,스캔본/NNG,1
16766,보틀통/NNG,1
16767,괜춘하/VA,1
