,Unnamed: 0,제품명,가격,평균평점,아이디,평점,날짜,종류,요약,리뷰
1734,29,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,okam****,4,22.07.09.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 아카시아50 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1735,30,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,912e*****,5,22.05.05.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1736,31,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,youn********,5,22.06.01.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1737,32,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,crys*******,5,22.05.29.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 아카시아50 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1738,33,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,tmdq******,5,22.05.21.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1739,34,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,qksg******,5,22.06.03.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 아카시아50 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1740,35,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,tmdq******,5,22.05.28.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1741,36,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,simb******,5,22.04.26.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 아카시아50 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1742,37,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,tocs***,5,22.04.21.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 아카시아50 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1743,38,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,lisk***,5,22.03.28.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 아카시아50 X 2set
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,
1744,39,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,sand****,5,22.04.18.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1745,40,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,pigg****,5,22.03.08.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1746,41,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,simb******,5,22.02.23.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 아카시아50 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1747,42,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,walt****,5,22.02.13.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1748,43,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,sand****,5,22.04.18.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1749,44,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,sand****,5,22.04.12.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1750,45,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,spri********,5,21.11.22.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1751,46,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,vv****,5,21.11.30.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1752,47,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,mo****,5,21.11.26.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1753,48,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,sand****,5,22.01.24.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1754,49,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,sand****,5,22.01.27.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1755,50,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,sand****,5,22.01.27.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1756,51,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,ahdn*****,5,21.11.23.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1757,52,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,dldy******,5,21.12.14.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1758,53,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,ming*****,5,21.11.24.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): 야생화50
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1759,54,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,sand****,5,22.01.18.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1760,55,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,skyg********,5,21.11.04.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1761,56,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,sorr******,5,21.10.23.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1762,57,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,he****,5,21.12.29.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 야생화50 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1763,58,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,uhb0***,5,21.10.28.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1764,59,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,suhe*****,5,21.10.14.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1765,60,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,do****,5,21.10.13.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1766,61,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,tovm****,5,21.09.25.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1767,62,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,dark****,5,21.10.29.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1768,63,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,soul********,5,21.09.28.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1769,64,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,tn****,5,21.10.25.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1770,65,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,me****,5,21.10.26.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1771,66,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,qkrt********,5,21.08.04.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1772,67,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,pink******,5,21.09.09.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1773,68,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,ghtn****,5,21.08.05.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1774,69,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,unik***,4,21.11.12.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 아카시아50 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1775,70,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,kime******,5,21.08.30.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1776,71,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,thdg*****,5,21.10.02.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1777,72,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,kpfa******,5,21.10.15.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1778,73,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,uniq****,5,21.08.31.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1779,74,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,ells******,5,21.10.21.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1780,75,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,0891***,5,21.08.13.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1781,76,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,chl1*****,5,21.09.15.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1782,77,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,feia****,5,21.08.14.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1783,78,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,tome*******,5,21.08.28.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1784,79,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,spon*******,5,21.09.17.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): 야생화50
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1785,80,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,hsn7***,5,21.08.14.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1786,81,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,yim2***,5,21.08.11.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1787,82,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,defr***,5,21.07.18.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1788,83,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,minl********,5,21.07.18.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1789,84,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,aysd***,5,21.06.22.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1790,85,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,dnwj*****,4,21.08.07.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,
1791,86,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,saen*****,5,21.07.15.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1792,87,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,eoqn****,5,21.07.27.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1793,88,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,alli********,5,21.08.06.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1794,89,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,hk****,5,21.07.09.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1795,90,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,fjqm***,5,21.08.13.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1796,91,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,saem***,5,21.07.15.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1797,92,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,uama***,5,21.06.13.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1798,93,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,be****,5,21.08.17.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): 야생화50 X 2set
",유통기한꽤 남았어요포장적당해요편리그냥그래요,
1799,94,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,kiss****,5,21.07.14.,"알뜰/실속세트 중 택 1: [50개입]꿀다림 스틱 실속세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,
1800,95,강원도 고성군 100% 천연 스틱꿀 허니 대용량 100개입 휴대용 알뜰세트 스틱벌꿀 [원산지:국산(강원도 고성군)],"69,000",5.0,ddlk*****,4,21.09.02.,"알뜰/실속세트 중 택 1: [100개입] 꿀다림 스틱 알뜰세트 / 꿀종류 선택(미선택시 Mix로 발송): Mix 아카시아25+야생화25 X 2set
",유통기한꽤 남았어요포장적당해요편리그냥그래요,
