,Unnamed: 0,제품명,가격,평균평점,아이디,평점,날짜,종류,요약,리뷰
0,0,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,upgi****,5,23.07.03.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매여러번 선물했는데 다들 좋아하세요
1,1,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,upgi****,5,23.06.07.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,주로 선물로 보내기 이용합니다~
2,2,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,hyuk***,5,23.02.27.,"꿀스틱: 밤꿀 90포
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,엄청 찐득 꾸덕하고 쌉싸레해서 약용효과가 있을것만같은맛이에요! 먹기 힘들면 요거트에 타먹어도 될것같아요! 기관지가 좀 안좋은편인데 꾸준히먹어보겠습니다!  (첫구매 선물도 잘 받았어요)
3,3,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,gilh***,5,23.02.06.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기조금 향이 약한감은있지만 맛나고 좋아요
4,4,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,ajin*****,5,23.01.07.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,해마다  남편이  먹는거라  재구매  했어요.  밖에서도  간편하게  먹을수  있어서  좋더라구요. 이거  먹으면  감기도  덜하고  좋아요  재구매  백퍼  입니다^^
5,5,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,wlsu*****,4,23.01.14.,"꿀스틱: 밤꿀 90포
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,"특유의 향이 심할까봐 긴가민가했는데
먹을만해요. 건강을 위해 잘 챙겨먹어보려구요"
6,6,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,blue****,5,23.01.03.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,약용효과가 가장 높아서 구매했어요~ 씁쓸하고 달고 딱 좋아요 :) 투명포장이라 용량도 눈에 보여서 더 좋아요
7,7,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,myun********,5,22.12.27.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,맛도 좋고 싸 가격에 잘 샀어요
8,8,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,dltk********,5,22.10.27.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"밤꿀 먹어본 적이 있는데 이렇게 
낱개 포장이 되어서 너무 좋네요 
다 먹으면 또 주문예정이요"
9,9,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,lmw2***,5,22.09.06.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매선물드리려고 며칠전에 구매했는데 샘플먹어보고 너무 괜찮아서 또주문했습니다!!! 포장도 뾱뾱이로 2중포장해주셔서 이번에도 하나도 안터지고 잘왔어요!! 자중 애용하게 될거같은 제품입니다!
10,10,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,lmw2***,5,22.09.02.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,맛보라구 샘플도 넣어주시고 포장도 뾱뾱이로 잘 감싸서 한봉도 안터지고 잘왔습니다!!! 꿀 맛도 찐해서 너무 좋아요~~
11,11,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,upgi****,5,22.10.02.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,한달사용기선물해주신 분 만족하셔서 다음엔 밤꿀 위주로 선물 다시 해보려고요
12,12,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,tnsg***,5,22.08.17.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"소포장 되어있어서 챙겨먹기 너무 좋아요!
한 포가 딱 한숟갈 정도 되나봐요
꿀을 더 자주 챙겨먹을 수 있게 됐어요
그리고 개인적으로는 밤꿀이 좋네요"
13,13,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,rrry******,5,22.08.26.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"포장도 잘되있고 맛보기도 주셔서 맛도 알수있어서 
선물할때 설명하기도 좋네요~^^"
14,14,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,rrry******,5,22.08.26.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,피곤할때 한개씩 편하게 먹기좋을듯해요
15,15,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,khry*****,5,22.09.09.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기재구매포장이 간편해서 꾸준히 먹어요
16,16,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,khry*****,5,22.07.23.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매했어요. 선물용으로 너무 좋아요 4번째 구매예요~~믿고삽니다!
17,17,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,hote******,5,22.08.05.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,+서비스밤꿀 3개.밤꿀 맛있어요.
18,18,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,upgi****,5,22.08.20.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,받으신 분이 대 만족
19,19,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,rrry******,5,22.08.26.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,맛있어요~~~~ ㅋ
20,20,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,khry*****,5,22.07.26.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매재구매  4번째예요. 믿고삽니다
21,21,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,ms****,4,22.07.09.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장적당해요편리편리해요,"밤꿀이 쌉쌀하면서도 맛있어요! 
꿀 자체는 문제 없이 잘 왔지만, 꿀이 라는게 전문가가 아니다보니 알수가 없잖아요. 포 당 용량이라던가 꿀이 대한 정보라던가 유통기한이나 생산 날짜라던지 없어서 괜찮은 제품인지 싶기도 해요. 그래도 스틱꿀 대부분은 그런 정보가 없더라구요..편리하긴한데 상세페이지 정보 보고..믿어보고 구매했습니다."
22,22,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,jwfj****,5,22.07.23.,"꿀스틱: 밤꿀 90포
",유통기한꽤 남았어요포장적당해요편리편리해요,너무 맛있어요 포장도 꼼꼼하게 잘 되어있어요 ㅎㅎ
23,23,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,desi*******,5,22.07.13.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,너무 편리하고 좋습니다^^ 다음에도 재구매하겠습니다!!
24,24,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,ewel*****,4,22.03.11.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,괜찮습니다 배송빨라요
25,25,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,musc******,5,22.02.22.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한꽤 남았어요포장적당해요편리편리해요,"한달사용기일단 가성비가 좋아요 아카시아, 야생화,밤꿀
까지 맛도좋고 진해서 좋았어요"
26,26,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,dpwl****,5,21.12.21.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장적당해요편리편리해요,"한포한포 포장되어 있어서 먹기도 편하고 여행 다니거나 외출할때 한포씩 들고다니기 너무 좋아요!
부피도 많이 안차지하고 가끔 주변사람들한테 나눠주기에도 좋아요!"
27,27,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,kimh*****,5,21.12.14.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,원래 꿀 스푼으로 떠서 사용했었는데 친구가 스틱으로 편한거 있다구 추천해줘서 구매해요 ㅎㅎ 스틱으로 되어있어서 확실히 편하고 좋아요! 선물용으로도 좋아요!
28,28,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,hann*******,5,21.12.14.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"친구집에 갔다가 친구가 꿀을 스틱으로 사용하는거 보고 너무 편해보이길래 알아보다가 구입했어요^^ 
완전 신세계네요 ㅎㅎ항상 큰통에 숟가락으러 떠서 먹다가 스틱으로 먹으니 너무 편하고 깔끔한거 같아요 ㅠㅠ
꿀도 너무 맛있어요 ㅎㅎ
그릭요거트 먹을때 한개 뜯어서 같이 먹었는데 완전 존맛탱 ㅠㅜ💕 데코할때도 숟가락 보다 이쁘게 뿌려져서 좋아요 ㅎㅎ 다먹고 또 살께요~"
29,29,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,what***,5,21.12.24.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,하나하나씩 포장이 되어있어서 너무 편하고 좋네요.꿀따르다가 쏟을 일도 없고  사용 후 꿀통을 닦을 일도 없어서 너무 좋네요.연말에 지인분들께 선물로 돌릴려고해요
30,30,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,ssks********,5,21.12.09.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,이렇게 빨리온다고???대박이네요 맛있고 향도좋아요
31,31,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,eunh******,5,21.12.15.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,매번 꿀사면 통으로 되어있어서 먹다가 좀 지났다싶으면 찝찝해서 버리곤했는데.. 여기꺼는 스틱으로 되어있어 한 포씩 먹기 딱 좋아요~~날짜도 넉넉하고 생강차 먹을 때 넣어먹으니 맛도 좋네요^^
32,32,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,dalc****,5,21.12.14.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,요즘  체온을 올리고 면역력을 키우려고 꿀을 주문했어요 스틱이라 가지고 다니면서 언제든지 먹을수있어 좋고 쭉 짜서 넣기만 하면 달달한 꿀물이 넘편리하고 좋더라구여.
33,33,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,dltn********,5,21.12.16.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,"허니하이
가래떡 쌀떡 설탕 찍어먹기 지겹고
꿀에 찍어먹으려 검색하다 주문했어요
포장퀄리티에 한번 놀라고 맛에
두번놀라네요 천연백프로 정말 찐해요"
34,34,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,chae*******,5,21.12.13.,"꿀스틱: 올인원30포[각10포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"사장님 NOTICE부분이 너무인상적이라 
믿고 먹고 있다..
첨가물 없는 완전 천연벌꿀이라 
확실히 다른것 같고 언제 어디서나 톡 떼서 
먹으면 되니 너무 좋아요
구성도 종류별로 살수도 있어 만족도 높아요"
35,35,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,dalk********,5,21.12.13.,"꿀스틱: 올인원30포[각10포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"곧 저희 엄마 칠순이시라 코로나라 
따로 행사는 못해도
가까운 지인들에게 답례라도 하려고 
샘플로 하나 사봤는데  
포장도 고급스럽고 
꿀도 영양제처럼 스틱으로 나오니 너무 좋은것 같다고 ^^"
36,36,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,yhn8***,5,21.12.14.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,꿀이 몸에 좋다는 얘기는 늘 듣던건데 솔직히 먹기가 힘들어서 잘안먹게 되었는데 요건 스틱으로 되어서 챙겨 먹기가 편했고 천연 꿀이라 더 믿음이 갔습니다~  맛도 완전 좋네요^^
37,37,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,skyo***,5,21.12.16.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"스틱형이라 깔끔히 먹을수 있고, 너무 편리합니다.
매일 아침 한포씩 먹고 있어요.
다 먹고 재구매하러 올게요"
38,38,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,katy****,5,21.10.07.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,슬슬 날이 추워지고 면역력이 떨어질법해서 꿀을 찾다 한국양봉협회 인증이란 글을 보고 바로 주문했네요. 낯익은 아카시아꿀을 주문했어요. 밤꿀이나 야생화꿀이 있는 것은 몰랐는데 주문한 아카시아꿀도 맛도 좋고 먹기 편해서 손이 자주가는게... 조만간 다른 맛도 주문할 것 같아요! 항상 큰 통에 든 꿀은 뚜껑도 끈적끈적하고 꿀을 덜어놓다보면 손도 끈적끈적한게 너무 귀찮았는데 스틱으로 되어 먹기도 너무 좋아 맘에 드네요! 부라타치즈와 크로플에 시럽대신 건강에 좋은 꿀을 뿌려  먹으니 진짜 꿀맛ㅜㅜ 객관적인 자료로 좋은 꿀인것 을 확인하고 실제 먹어보니 맛도 좋아서 바람직한 픽을 한 것 같아요 ;-)
39,39,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,musc******,4,21.11.26.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한꽤 남았어요포장적당해요편리편리해요,3가지의 꿀이 진하고 맛있어요. 가성비 퀄리티 좋아요 배송만 빠르면 굳
40,40,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,fort*******,5,21.12.14.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한꽤 남았어요포장적당해요편리편리해요,"꿀스틱 진짜 편하네요
자주먹는게아니니까 이제 스틱으로 사야겠어요! 
숟가락에 흘리고그랬는데 당떨어질때밖에서도먹을수있어용 !"
41,41,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,swee******,5,21.12.14.,"꿀스틱: 옵션1. 올인원 45포[3종 15포 단상자]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,먹기 너무 편하고 부드러우면서도 진한맛이 나요^^ 사무실에서 아침마다 따뜻하게 먹으려고 구매헀는데 집에서 먹을것도 하나 더 구매해야겠어요ㅎㅎ
42,42,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,khi5*****,5,21.12.08.,"꿀스틱: 올인원30포[각10포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"배송 빠르고 좋아요.
맛도좋고 아침마다 먹고있는데 든든학요.
데일리로 먹기좋아요 !!
다먹고 또 구매할게요!"
43,43,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,pcs1******,4,22.01.03.,"꿀스틱: 올인원 90포[아카시아30+야생화30+밤30]
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,재구매다시주문했네요편해요
44,44,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,gusg******,5,21.12.07.,"꿀스틱: 올인원30포[각10포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,벌꿀 용량도 많고 맛도 있고 겨울 이라서 꿀물 생각나서 1병시켰더니 저렴하고 최고로 만족 했습니다
45,45,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,ses3***,5,21.12.15.,"꿀스틱: 올인원30포[각10포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매의사 있습니다!!
46,46,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,wooe***,5,21.11.05.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장이 귀여워 안그래도 잘먹는 아이가 더 잘먹게 생겼어여.ㅋㅋ 여러가지맛이라 골고루먹기 좋아요~^^
47,47,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,bin7*******,5,21.12.06.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,달콤.간편.굿~~~^^
48,48,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,tuve***,5,21.10.08.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"집에서 은근 꿀 넣어 먹을 일이 많더라구요.
통으로 구입해서 쓸때는 관리도 어렵고 지저분해져서 잘 안쓰게 되는데 이거는 스틱으로 되어있어서 너무~~ 깔끔하고 편리하게 사용 가능해요!! 꿀이 이렇게 비타민도 풍부한지 몰랐는데 특히 천연 꿀 이라고 해서 믿고 주문했네요!
커피나 차를 타 마실때도 단 음식을 할때도, 집에서 빵 구워먹을때도 잘 이용 할 수 있을것 같아요! 패키지가 너무 이쁘네요~~ 선물용으로도 추천이요!!!!"
49,49,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,jsy7***,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"종류별루 맛보고싶어서 골고루산는데,
아이부터~어른까지 모두들 맛있다고 좋아하네요^^
간편하게 스틱형이여서 신랑 술먹구,다음날 
출근길에 휴대하여 보내기도좋고 통에있으면 아무래도 찐덕이고핸는데 요거 맛도 뒷끝도 깔끔해요!ㅎㅎ
어제 엄마가 가래떡 뽑았기에~ 
요거가져가서 쌍화탕한잔타서 찍어먹언네요~~
초등학교들어간 저희딸두 너무너무 좋아라해요ㅎㅎ
금새 먹어버릴듯 또사러오께요~~~"
50,50,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,cjsw********,5,21.11.15.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기간편하고 좋아요 맛도진해요
51,51,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,suje*****,5,21.10.07.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"포장 꼼꼼히 해주셔서 터지지 않게 잘 와줬고 배송도 빨리 해주셨네요 ㅎㅎ
아빠 엄마 두 분 다 간이랑 위가 많이 안좋으셔서, 집에서나 밖에서나 편하게 타드시라고 나름 꿀 100% 비싼 제품으로다가 선물해드리고 저도 옆에서 하나 타 먹어봤는데 왜 어른분들이 비싼 꿀 드시는지 알 것 같아요
설탕처럼 안 달고 꿀만의 특유향이 가득해서 거북하지 않네요 아빠는 그냥 스틱째로 입에 짜넣으심ㅋㅋㅋ
다 먹고 재구매하러 올게요 :)"
52,52,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,vksf****,5,21.10.08.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,우선 빠른 배송과 정성스러운 포장 감사드립니다 ㅠㅠ 항상 꿀이 대용량으로 팔아서 사먹기 그랬는데 요건 하나하나 개별포장 되어 있어서 넘 좋네요! 천연벌꿀이라 더 맛있고 가격도 착하네요 ㅠ 꿀맛이구 타먹기도 좋아요 잘구매해서 부모님도 선물드릴거예요!
53,53,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,pcs1******,4,21.11.13.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한꽤 남았어요포장적당해요편리그냥그래요,간편해보이면서먹기위해서짜기엔힘이들어가네요
54,54,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,hans***,5,21.10.07.,"꿀스틱: 올인원 [아카시아30포+야생화30포+밤30포]
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,여러개 구성으로 살 수 있어서 좋아요! 일반 꿀스틱은 많이 먹어봤는데 밤스틱 이렇게 되어져있어서 진짜 좋네요. 아빠가 기관지 안좋으셔서 밤꿀을 드셔야하는데 밖에서 챙겨먹기 번거로웠거든요~  근데 편하게 먹을 수 있어서 너무 간편하고 좋은 것 같아요! 꿀맛도 진하니 좋아요~
55,55,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,min2****,5,21.10.08.,"꿀스틱: 밤꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"꿀을 정말 좋아하는데 이렇게 스틱으로 사먹을 수 있을 줄은 생각도 못했어요! ㅎㅎ
먹기 너무 간편하고용~ 일단 보관도 편하고, 통에 담긴건 먹을 때 마다 뚜껑을 열어야 해서 공기중에 노출되는데 이건 그런 걱정도 아예 없고요~ 
게다가 천연 꿀! 너무 맛도 좋구용~ 만족스럽습니당!
요건 선물용으로도 참 좋겠네요~ 나중에 언니네 놀러갈 때 선물해야겠어용!"
56,56,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,tets*****,5,21.10.12.,"꿀스틱: 야생화꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"꿀이 몸에 좋다고해서 꾸준히 먹어볼까하고 구입했는데 
스틱으로 먹기편하게 나와서 넘 좋네요
확실히 기존에 먹었던것보다 훨씬 진하고 맛있어요
술 자주마시는 남편이 젤 만족해하는것같습니다 ㅎ
선물용으로도 정말 좋을것같아요!"
57,57,꿀스틱 90포 아카시아 야생화 밤꿀 낱개 휴대용 허니스틱 [원산지:국산(경상북도 청도군)],"50,000",4.9,shho****,5,21.10.11.,"꿀스틱: 아카시아꿀 90포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,매일 하루 하나씩 꿀 챙겨먹으면 좋다고해서 구매했어요! 그냥통에 들어있으면 챙겨먹는게 쉽지않은데스틱으로 되어있다보니 가족들 하나씩 챙겨먹기 딱 좋더라구요! 꿀맛도 아주 좋아요!! 해장 필요한날에 꿀물로 타먹기에도 딱이랍니다헤헤
