,제품명,가격,평균평점,아이디,평점,날짜,종류,요약,리뷰
61,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,gj****,5,22.04.06.,"종류: 밤꽃꿀 / 갯수: 10포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기향이 생각보다 세요
62,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,seiz*******,5,22.03.18.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장적당해요편리편리해요,알고 샀지만 금액 좀 추가하더라도 선물용 포장이 되면 좋을것같아요 쇼핑백이라두.. 맛은 생각대로 좋습니다!!
63,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,cxz2***,5,22.02.09.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,BEST3가지 맛 세트 구매했는대 계피꿀이 제일 맛있어서 다 먹고 이제서야 후기 남겨요ㅠㅠ 평소 마트에서 구매할수있는 기본 꿀만 먹다가 새롭게 주문해봤는대 상상이상으로 만족합니다!!👍 홍삼꿀은 쓴맛이 날까봐 살짝 걱정했는대 정말 너므너므 달고 맛있어여ㅠㅠ 그럼 전 밤꽃꿀에 떡 찍어 먹으러 갑니둥~~
64,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,cool*****,5,22.04.12.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"맛있어요
만족합니다."
65,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,gj****,5,22.03.28.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,향이강하긴한것같아요
66,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,gj****,5,22.03.28.,"종류: 밤꽃꿀 / 갯수: 10포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,향ㅈ이강하긴한것같아요
67,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,minr*****,4,22.02.12.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"배송도 빠르고 상품도 좋은데, 계피맛은… 정말 아닌거 같아요.. 2%로 함유라고 하는데 그 2프로가 98프로를 지배하는 맛이네요. 그냥 100프로 꿀맛도 좋을듯해요"
68,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,seji*****,5,22.01.26.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"빠른 배송 감사합니다!
요즘 건강좀 챙기려고 이것저것 많이 먹는데
당 떨어질 때 마다 먹으려고 군것질 대신 꿀 구매 했어요 ㅎㅎㅎ 너무 좋은 것 같아요!

달달하게 먹겠습니다ㅎㅎ!!"
69,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,gree*****,5,22.04.04.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리그냥그래요,생각보다 많이 써요 ㅠ
70,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,lsj2***,4,22.04.04.,"종류: 계피꿀 / 갯수: 10포
",유통기한꽤 남았어요포장적당해요편리편리해요,잘 먹고 있습니다.
71,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,min3***,5,22.02.19.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,BEST재구매처가집에 드렸더니 너무 좋아하셔서 저희도 먹으려고 추가 주문했네요
72,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,yeun***,5,22.03.15.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장적당해요편리편리해요,배송빠르네요. 좋은제품 보내주셔서 감사합니다
73,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,yeji*****,5,22.03.12.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,먹기 편하고 맛있고 특별해서 선물하기에 좋아요
74,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,pi****,4,22.03.14.,"종류: 밤꽃꿀 / 갯수: 10포
",유통기한꽤 남았어요포장적당해요편리그냥그래요,맛이 진해요 매일먹가 부담되고 삼일에 한번씩 먹을만해요
75,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,min3***,5,22.02.17.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,받자마자 장모님 드려서 내용물 사진은 없지만 장모님이 너무 좋아하시네요
76,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,dong******,4,22.03.16.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,물에 타 먹기가좀 불편하네요
77,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,cjs6***,5,22.03.06.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기잘 먹고있습니다 번창하세요
78,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,jyh1*****,5,22.02.17.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"먹기편하고 휴대하기가좋아요~
잘먹을께요."
79,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,dhpa*****,5,22.01.25.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"포켓용으로 아주 간편해요
저혈당용으로 좋을것 같아요
맛을보니 달큰하니 좋았어요"
80,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,kisu******,4,22.02.11.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"먹기 편하게 포장되었습니다. 꿀도 진한것 같구요.
1포에 들어있는 양이 조금 아쉽네요."
81,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,ykj7***,5,22.02.11.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"좋은 상품 고맙고요
또 기대합니다"
82,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,kbon*****,4,22.02.14.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,개별포장이라 먹기가 너무 편하고  좋아요
83,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,bhon******,4,22.02.11.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장비 때문에 가격이 많이 비싸요
84,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,cjs6***,5,22.02.04.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,잘먹겠습니다 번창하세요
85,한국양봉농협 천연 벌꿀 스틱 개별포장 10포 30포 야생화 허니 선물세트 [원산지:국산(경기도 안성시)],"24,900",4.8,42****,4,22.02.05.,"종류: 3종세트 / 갯수: 특가 이벤트 30포
",유통기한아주 넉넉해요포장적당해요편리편리해요,"품질 : 신뢰가 갑니다.
배송 : 빠릅니다.
포장 : 10개입 × 3 총 30스틱"
0,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,dlrn*****,4,23.05.26.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,상품 구성이 풍성하고 배송이 빨라서 좋습니다.~~
1,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,then********,5,23.04.12.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,다른곳보다 한포 용량이 많아서 좋아요 선물용으로 좋아요
2,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,love*****,5,23.02.05.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,선물 잘했어요 ㅎㅎ 넘 예쁘고 깔끔하고 문구도 잘 써주시고 감사합니다
3,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,pys7***,5,23.02.19.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"친절한 상담과 빠른배송.고급스런 포장까지
물론 천연꿀의 풍미와 맛은 엄지 척! 조만간 더 주문할거예요. 감사히 잘 먹겠습니다^^"
4,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,pys7***,5,23.03.04.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"재구매천연꿀이라 안심하고,배송도 빠릅니다."
5,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,fo****,5,23.02.06.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,다 먹고 또 시켜먹어요~
6,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,dolp******,5,23.01.13.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,정성스레 포장해서 좋았습니다. 빨리 도착해서 명절선물 준비하는데 도움이 됐습니다.
7,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,axis***,5,22.12.15.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,싸게 판매하는 건 다 사양꿀이더라구요. 요건 뭔가 믿음이 갑니다! 글씨체랑 패키지 디자인도 너무 예뻐요. 3종 혼합해서 1팩 구성으로 소포장 판매되면 좋을 것 같아요~~
8,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,2000*****,5,23.01.11.,"세트 구성: (2) 아카시아꿀+야생화꿀+아카시아꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기상품이 만족스러워서 선물용으로 여러번 재구매하고 있어요^^
9,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,2000*****,5,22.12.23.,"세트 구성: (2) 아카시아꿀+야생화꿀+아카시아꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,아들 결혼답례품으로 시작해서  지인 선물로도 신청해서  선물했어요. 받으신 분들이 모두 만족해 하셔서 저도 좋네요♡
10,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,2000*****,5,22.12.23.,"세트 구성: (4) 아카시아꿀+아카시아꿀+아카시아꿀
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매상품도 좋고 친절하셔서 꾸준히 이용하고 있어요^^
11,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,hanw*****,5,22.08.31.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장이 너무 정성스럽고 예쁩니다. 메시지 카드까지 잘 만들어주셔서 너무 좋아요!! 매년 명절에 시킵니다. 감사합니다.
12,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,hanw*****,5,22.08.31.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장도 너무 이쁘고 메시지 카드도 이쁘게 잘 제작해주셔서 감사해요! 배송도 빠르고요!! 명절선물로 딱입니다!!
13,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,meme****,5,22.09.01.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한꽤 남았어요포장적당해요편리편리해요,추석 선물용이라 아직 선물전이긴한데 좋은거같아요
14,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,alsw******,5,22.05.19.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"BEST집들이 선물로 뭐살까 고민하다가 구매했는데 받으시는 분이 정말 좋아하셨습니다. ㅎㅎ
건강챙기기에도 좋고 맛도 좋고 호불호도 별로 없어서 
선물용으로 딱인거 같습니다!
담에 선물할 일 있으면 또 이걸로 하려구요^^"
15,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,junk*******,5,22.07.23.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,어른들께 드릴 선물로 준비했어요~ 아직 풀어보지 못 했지만 잘 포장해주셨을거라 믿습니당😁👍
16,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,97****,5,22.04.05.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"BEST직계가족끼리 돌잔치 하는데 그래도
답례품은 있어야 할 것 같아서 
지난번에 꿀 세종류 3세트를 구입했습니다 
그리고 너무 괜찮아서 젊은 사람들도 
주려고 이번엔 스틱꿀을 구입했는데
스틱꿀은 더 좋네요.. 어르신들이랑 바꿔야하나
생각들정도로 하하하핳…
어르신들것도 스틱으로 다시 주문해야하나
생각이 들게 만드는 스틱꿀..
번거로우셨을텐데 메세지 다르게 해주셔서
감사드리고 조만간 또 찾아올거 같은 느낌이..!
사은품으로 스틱꿀 주셔서 감사합니다
지난번보다 하나가 더 왔네요 히히
그 사은품은 남편입으로 총총총"
17,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,dika******,5,22.05.15.,"세트 구성: (2) 아카시아꿀+야생화꿀+아카시아꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"한달사용기재구매스틱형이라 하루 한포 먹기 편리하고 좋아요.
다른 제품 대비 용량도 넉넉해서 더 좋았습니다!"
18,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,jj****,4,22.06.06.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기좋아요좋아요좋아요좋아요 좋아요좋아요좋아요좋아요
19,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,dika******,5,22.03.05.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 없음
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"포장이 더 고급스러워졌어요!
제가 먹으려고 샀지만 마치 선물받는 기분입니다!
대용량 꿀이 품절되서 당분간 스틱형으로 대체하려고 구매했는데 오히려 선물해야 할 것만 같은 너무 좋은 포장이었어요!
꿀은 무조건 봄꽃허니에서 구매할만큼 늘 믿고 먹습니다~
아침마다 아카시아꿀 물에 타서 한잔 마시고, 나른한 오후에 밤꽃꿀이나 야생화꿀 한포 짜먹고 있어요.
다른 제품도 먹어봤는데 이상하게 봄꽃허니만큼 피로회복이나 면역력이 유지되진 않더라구요.
항상 믿고 먹을 수 있는 좋은 제품 계속 만들어주세요~!!!"
20,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,psk9*****,5,22.02.14.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"저는 회사분들이 출퇴근이 자유로우셔서 떡이나 다른 간식처럼 바로 먹어야 하는건 보관문제로 답례품 후보에서 제외했습니다. 소금도 많이 하는데 이미 소금선물을 한적도 있고, 이번엔 조금 더 고급스러운 선물이 필요해서 꿀로 정하고 주문했습니다~ 처음 받고 가장 놀란부분은 패키지가 너무너무 예쁜 것이었어요! 선물드리는데도 다들 좋고 특히 스틱포장은 비싸긴 하지만 매우 만족해 하시더라고요~ 그리고 메시지 카드도 만들어 주셔서 저희가 별도로 스티커 작업을 하거나 할 필요가 없어서 좋았습니다 ㅎㅎ 

저희가 총 30개정도 주문했는데, 다음날 바로 배송받아서 선물드리는데 전혀 문제도 없었습니다. 샘플로 넣어주신 꿀도 먹어봤는데 꿀을 잘알지는 못하지만 향도 좋고 맛있었어요^^ 다른 기회로 답례품이나 선물할 일이 생기면 봄꽃허니 선택할 것 같습니다. 번창하셔요~"
21,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,dong***,5,22.03.28.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매배송 잘 받았습니다~ 어른들이 너무 좋아하셨어요! 꿀도 넘 맛있어요👍
22,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,leey********,5,22.02.28.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"선물용으로 고급스런 선물하고 싶어 알게되었고주문했는데 너무 만족합니다
선물 받으신분도 좋아하셨어요!!"
23,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,dong***,5,22.03.18.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,배송 빠르게 잘 왔어요! 서비스로 주신 꿀 먹어보니 아주 진하고 달더라구요~! 쇼핑백도 너무 예쁘네요~ 선물하기 너무 좋은거 같아요😊👍
24,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,like****,5,22.04.03.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 없음
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,역시 봄꽃허니^^  어느 한군데 만족스럽지 않는 곳이 없어요.. 답례품 주문 하게 우리 딸들 빨리 자라서 결혼했으면 좋겠네요^^ 감사합니다
25,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,dbdk*****,5,22.03.16.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장도 예쁘게 되있고 먹기에도 편리해요! 샐 걱정이 없어서 스틱채로 가방에 넣고 다녀도 되서 좋아요
26,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,hyun*****,5,22.03.25.,"세트 구성: (4) 아카시아꿀+아카시아꿀+아카시아꿀 / 쇼핑백: 없음
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,"코로나 걸린 친구에게 선물했는데
넘 좋아하더라구요 ㅎ 걈사합니다"
27,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,kj****,5,22.03.15.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"아주 좋아요 스틱형으로도 잘 먹고 있습니다.
모교 파이팅 ~!"
28,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,hanw*****,5,22.02.18.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기시어머니께 산물드렸는데 너무 젛아하십니다. 또 주문할게요
29,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,bsa8*****,3,22.03.20.,"세트 구성: (2) 아카시아꿀+야생화꿀+아카시아꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한꽤 남았어요포장적당해요편리그냥그래요,한달사용기맛이 좋고 간편해요
30,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,heej*******,5,22.02.26.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기주변분들이 잘 드시고 계시다고 하네요^^
31,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,heej*******,5,22.01.25.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,설 선물로 샀는데 주변분들이 맛있고 건강하게 드셨음해요^^  지인들이 드셔보시고 어떤지 한달 후 리뷰를 써야겠네요^^  맛보기로 주신것 빵과 함께 먹으니 넘 맛있어요~^^
32,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,tndl*****,5,22.01.28.,"세트 구성: (3) 아카시아꿀+밤꿀+아카시아꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,선물용으로 시켜서 내부는 확인하지 못했지만 선물요으로 충분히 좋아보입니다~ 포장이 정성스러워서 좋아요!! 감사합니다
33,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,hk****,5,22.03.04.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한달사용기선물받으신분의 반응이 너무 좋아요
34,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,hanw*****,5,22.01.18.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,와 포장이 너무 근사하게 해서 왔습니다. 시댁 선물로 샀는데 너무 좋아하실거 같습니다. 감사합니다. 자주 구입할게요♡
35,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,dolp******,5,22.02.16.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,꿀이 아주 진합니다
36,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,nc****,5,22.03.05.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"한달사용기선물로 드렸는데
좋다고 하시네요"
37,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,xz****,5,22.02.24.,"세트 구성: (1) 아카시아꿀+야생화꿀+밤꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,선물로 보냈는데 아주 좋아했어요
38,봄꽃허니 스틱꿀 국내산 60포 천연 벌꿀 스틱 [원산지:국산(경상북도 예천군)],"60,000",4.9,bsa8*****,5,22.02.16.,"세트 구성: (2) 아카시아꿀+야생화꿀+아카시아꿀 / 쇼핑백: 쇼핑백 추가(무료)
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,감사합니다. 빠른배송 및 깔금하니 좋습니다.
