,sentiment_label
55178,긍정
55181,긍정
55182,긍정
55183,긍정
55186,긍정
55190,긍정
55199,긍정
55200,긍정
55205,긍정
55208,긍정
55211,긍정
55213,긍정
55218,긍정
55236,긍정
55245,긍정
