,ProductCode,MemberGrade,MemberName,ProductName,ReviewText,ReviewDate,ReviewLike,sentiment_label,sentiment_score,token_nouns_bareun,token_verbs_bareun
5311,5026039,퍼플,황**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),하나씩  먹으니까  좋아요,2020.02.08,0,1,0.9324486255645752,"['하나', '씩']","['먹', '좋']"
5312,5026039,퍼플,박**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),휴대가능한게 너무 편리해요 양은 적은편이고 많이 달지 않아요,2020.02.08,0,1,0.9802132248878479,"['휴대', '가능', '거', '편리', '양', '편']","['하', '하', '적', '이', '달', '않']"
5313,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),피곤할때 딱입니다 ㅎㅎㅎ,2020.02.08,0,1,0.7633010745048523,"['피곤', '때']","['하', '이']"
5314,5026039,퍼플,박**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),꿀맛도 좋고 스틱형이라 휴대하기 편해서 좋아요.,2020.02.07,0,1,0.9840049743652344,"['꿀맛', '스틱', '형', '휴대']","['좋', '이', '하', '편하', '좋']"
5315,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),병으로 파는 제품은 다 먹기 전에 굳거나 보관상 불편했는데 가격은 조금더 비싸지만 스틱형이라 보관하기가 좋아요. 브리치즈 구이할 때 2개 위에 뿌려서 먹었더니 굿입니다~,2020.02.07,0,1,0.9908428192138672,"['병', '제품', '전', '보관', '상', '불편', '가격', '스틱', '형', '보관', '브리치즈', '구이', '때', '2', '개', '위', '굿']","['팔', '먹', '굳', '하', '비싸', '이', '하', '좋', '하', '뿌리', '먹', '이']"
5316,5026039,퍼플,조**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),먹기에 딱 적당하고 손쉬워서 좋네요.,2020.02.07,0,1,0.9849799275398254,[],"['먹', '적당하', '손쉽', '좋']"
5317,5026039,퍼플,서**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),늘 먹는 영양제도 많지만 요즘 같은 때는 어쩐지 꿀을 먹어야만 할 것 같아 구입했어요~ 아이는 물에 타서 주고 남편과 저는 그냥 쭉 짜서 먹었어요~ 생각보다 양이 적어 물에 희석할 땐 2개 넣어야 해요~^^ 재구매 할듯용,2020.02.07,0,1,0.9913759827613831,"['영양제', '요즘', '때', '꿀', '것', '구입', '아이', '물', '남편', '저', '생각', '양', '물', '희석', '때', '2', '개', '재', '구매', '듯용']","['먹', '많', '같', '먹', '하', '같', '하', '타', '주', '짜', '먹', '적', '하', '넣', '하', '하']"
5318,5026039,퍼플,남**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),요거트에 넣어먹는 용으로 샀는데 간편하구 조아요,2020.02.07,0,1,0.9890387058258057,"['요거트', '용', '조']","['넣', '먹', '사', '간편하', '이']"
5319,5026039,퍼플,황**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),우리조카가좋아합니다,2020.02.06,0,1,0.9790307879447937,['우리조카'],['좋아하']
5320,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),어머니가 꿀 스틱을 찾고 계셨는데 마침 있어서 구매했어요~ 마음에 드신다고 하셔서 담에도 또 주문할 것 같습니다~,2020.02.06,0,1,0.9939252734184265,"['어머니', '꿀', '스틱', '구매', '마음', '담', '주문', '것']","['찾', '계시', '있', '하', '들', '하', '하', '같']"
5321,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),감귤이랑 일반 꿀이랑 뭐가 다른건지 잘 모르겠네요?,2020.02.06,0,0,0.9404153227806091,"['감귤', '일반', '꿀', '뭐', '거']","['다르', '이', '모르']"
5322,5026039,퍼플,남**,[제주벌꿀영농조합법인] 제주 감귤꽃 벌꿀(스틱형),감기걸렸을때 종종 구입해요. 따뜻한물에 타먹으면 좋아요  소포장되어있어서 간편해요,2020.02.05,0,1,0.9848611354827881,"['감기', '때', '구입', '물', '소', '포장']","['걸리', '하', '따뜻하', '타', '먹', '좋', '되', '있', '간편하']"
5323,5026039,퍼플,조**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),꿀차로 해서 마셔요 양이 적어서 두개씩 넣어요 ㅠ,2020.02.05,0,1,0.9600566029548645,"['꿀차', '양', '개', '씩']","['하', '말시', '적', '넣']"
5324,5026039,더퍼플,김**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),간편해요 잘 먹을듯 합니다,2020.02.05,0,1,0.9840542674064636,['듯'],"['간편하', '먹', '하']"
5325,5026039,퍼플,김**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),스틱형이라 먹기 편하고 좋아요!,2020.02.05,0,1,0.9903584122657776,"['스틱', '형']","['이', '먹', '편하', '좋']"
5326,5026039,퍼플,정**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),간단하게 들고다니기좋고 가격도 다른 제품들에비해 엄청 좋아요ㅎ,2020.02.05,0,1,0.9877964854240417,"['가격', '제품', '들', 'ㅎ']","['간단하', '들', '다니', '좋', '다르', '비하', '좋']"
5327,5026039,퍼플,강**,[제주벌꿀영농조합법인] 제주 벌꿀 (스틱형),비싸지만 간편해서 좋네요,2020.02.04,0,1,0.922040581703186,[],"['비싸', '간편하', '좋']"
